timestamp,right_data_Ac_X,right_data_Ac_Y,right_data_Ac_Z,right_data_Gy_X,right_data_Gy_Y,right_data_Gy_Z,left_data_Ac_X,left_data_Ac_Y,left_data_Ac_Z,left_data_Gy_X,left_data_Gy_Y,left_data_Gy_Z
1689140535205943300,0.802057564,-0.260968,10.6350441,0.105519146,0.011990812,-0.016254211,-0.280121595,0.304063618,9.251194954,-0.103920363,0.022915773,-0.012257273
1689140535206943300,0.804451764,-0.263362199,10.63743782,0.105785601,0.011990812,-0.016520673,-0.280121595,0.304063618,9.255983353,-0.104186833,0.022915773,-0.012257273
1689140535207943300,0.799663365,-0.263362199,10.6398325,0.105519146,0.011990812,-0.016520673,-0.280121595,0.308852017,9.251194954,-0.104186833,0.023182238,-0.012257273
1689140535208943300,0.799663365,-0.263362199,10.6446209,0.105785601,0.011990812,-0.016520673,-0.275333196,0.306457818,9.251194954,-0.104186833,0.023182238,-0.012257273
1689140535276899700,0.802057564,-0.258573771,10.64940929,0.106052071,0.012257273,-0.016787136,-0.277727395,0.308852017,9.224859238,-0.103920363,0.022649311,-0.011724349
1689140535277899700,0.799663365,-0.258573771,10.64940929,0.106052071,0.011990812,-0.016787136,-0.275333196,0.311246216,9.229647636,-0.103653908,0.022649311,-0.011990812
1689140535278899700,0.802057564,-0.256179571,10.64940929,0.106052071,0.011990812,-0.016787136,-0.275333196,0.313640416,9.22725296,-0.103653908,0.022649311,-0.011990812
1689140535279899700,0.799663365,-0.258573771,10.65180302,0.106052071,0.011724349,-0.016520673,-0.275333196,0.313640416,9.224859238,-0.103653908,0.022649311,-0.011990812
1689140535280899700,0.799663365,-0.260968,10.64940929,0.106052071,0.011724349,-0.016520673,-0.272938997,0.311246216,9.22725296,-0.103653908,0.022649311,-0.011724349
1689140535281899700,0.799663365,-0.260968,10.65180302,0.106052071,0.011724349,-0.016520673,-0.270544797,0.308852017,9.232041359,-0.103920363,0.022649311,-0.011724349
1689140535282899700,0.802057564,-0.260968,10.65659142,0.106052071,0.011724349,-0.016520673,-0.268150598,0.308852017,9.232041359,-0.103920363,0.022649311,-0.011724349
1689140535283899700,0.804451764,-0.258573771,10.65898609,0.106052071,0.011990812,-0.016520673,-0.268150598,0.308852017,9.229647636,-0.104186833,0.022649311,-0.011724349
1689140535284899700,0.804451764,-0.258573771,10.65898609,0.106052071,0.011990812,-0.016787136,-0.265756398,0.304063618,9.232041359,-0.104186833,0.022649311,-0.011457887
1689140535285899700,0.809240162,-0.258573771,10.66377449,0.106318533,0.011990812,-0.016787136,-0.265756398,0.304063618,9.229647636,-0.104186833,0.022382848,-0.011724349
1689140535286899700,0.809240162,-0.258573771,10.66377449,0.106052071,0.011990812,-0.016787136,-0.265756398,0.301669419,9.224859238,-0.104453288,0.022382848,-0.011724349
1689140535287899700,0.809240162,-0.260968,10.66137981,0.106052071,0.011990812,-0.016520673,-0.270544797,0.304063618,9.22725296,-0.104453288,0.022382848,-0.011990812
1689140535288899700,0.809240162,-0.263362199,10.66137981,0.106318533,0.011990812,-0.016520673,-0.275333196,0.306457818,9.224859238,-0.104453288,0.022116385,-0.011990812
1689140535289899700,0.806845963,-0.265756398,10.66137981,0.106318533,0.011724349,-0.016520673,-0.275333196,0.308852017,9.222464561,-0.104453288,0.022382848,-0.011990812
1689140535290899700,0.806845963,-0.265756398,10.66377449,0.106052071,0.011724349,-0.016254211,-0.272938997,0.308852017,9.217676163,-0.104453288,0.022382848,-0.011990812
1689140535361849500,0.794874966,-0.246602774,10.65659142,0.106052071,0.011724349,-0.016520673,-0.265756398,0.313640416,9.222464561,-0.104186833,0.022382848,-0.011724349
1689140535362849500,0.794874966,-0.248996973,10.65180302,0.106052071,0.011724349,-0.016520673,-0.263362199,0.313640416,9.217676163,-0.104453288,0.022116385,-0.011990812
1689140535363849500,0.797269166,-0.248996973,10.65180302,0.106318533,0.011724349,-0.016520673,-0.265756398,0.311246216,9.224859238,-0.104453288,0.022116385,-0.011990812
1689140535364849500,0.797269166,-0.246602774,10.64940929,0.106318533,0.011724349,-0.016520673,-0.268150598,0.311246216,9.234436035,-0.104719758,0.022116385,-0.011990812
1689140535365849500,0.799663365,-0.248996973,10.65180302,0.106318533,0.011724349,-0.016254211,-0.263362199,0.306457818,9.22725296,-0.104453288,0.021849923,-0.011990812
1689140535366849500,0.799663365,-0.248996973,10.65180302,0.106318533,0.011724349,-0.016254211,-0.265756398,0.306457818,9.217676163,-0.104719758,0.021849923,-0.011990812
1689140535367849500,0.799663365,-0.248996973,10.65419769,0.106584989,0.011724349,-0.016254211,-0.268150598,0.306457818,9.22725296,-0.104719758,0.022116385,-0.011990812
1689140535368849500,0.797269166,-0.248996973,10.65659142,0.106318533,0.011724349,-0.016254211,-0.272938997,0.311246216,9.229647636,-0.104453288,0.021849923,-0.011990812
1689140535369849500,0.797269166,-0.248996973,10.66137981,0.106318533,0.011724349,-0.016520673,-0.272938997,0.313640416,9.224859238,-0.104453288,0.021849923,-0.011990812
1689140535370849500,0.794874966,-0.248996973,10.66377449,0.106318533,0.011724349,-0.016520673,-0.272938997,0.313640416,9.220070839,-0.104453288,0.021849923,-0.011990812
1689140535371849500,0.797269166,-0.251391172,10.66377449,0.106318533,0.011724349,-0.016520673,-0.272938997,0.311246216,9.232041359,-0.104453288,0.021849923,-0.012257273
1689140535372849500,0.797269166,-0.251391172,10.66137981,0.106318533,0.011724349,-0.016254211,-0.270544797,0.304063618,9.234436035,-0.104186833,0.021316998,-0.012257273
1689140535373849500,0.797269166,-0.251391172,10.66377449,0.106052071,0.011724349,-0.016520673,-0.272938997,0.301669419,9.224859238,-0.104186833,0.021316998,-0.012523737
1689140535374849500,0.794874966,-0.251391172,10.66377449,0.106052071,0.011724349,-0.016520673,-0.272938997,0.304063618,9.222464561,-0.104186833,0.02158346,-0.012523737
1689140535375849500,0.792480767,-0.251391172,10.66377449,0.106052071,0.011724349,-0.016520673,-0.272938997,0.304063618,9.224859238,-0.104186833,0.02158346,-0.012257273
1689140535435804600,0.799663365,-0.248996973,10.64222622,0.105785601,0.011990812,-0.016520673,-0.280121595,0.316034615,9.239224434,-0.103920363,0.022915773,-0.012257273
1689140535436804600,0.799663365,-0.251391172,10.6398325,0.106052071,0.011990812,-0.016520673,-0.280121595,0.313640416,9.244012833,-0.103920363,0.022915773,-0.011990812
1689140535437804600,0.797269166,-0.253785372,10.63743782,0.106052071,0.011990812,-0.016520673,-0.277727395,0.313640416,9.244012833,-0.103920363,0.022649311,-0.012257273
1689140535438804600,0.797269166,-0.253785372,10.6398325,0.106052071,0.011990812,-0.016520673,-0.275333196,0.313640416,9.244012833,-0.103920363,0.022649311,-0.011990812
1689140535439804600,0.797269166,-0.253785372,10.64222622,0.106052071,0.011990812,-0.016520673,-0.277727395,0.313640416,9.244012833,-0.103920363,0.022649311,-0.011990812
1689140535440804600,0.797269166,-0.253785372,10.6398325,0.106052071,0.011990812,-0.016520673,-0.275333196,0.316034615,9.246406555,-0.104186833,0.022382848,-0.012257273
1689140535441804600,0.799663365,-0.251391172,10.6398325,0.106052071,0.011990812,-0.016254211,-0.275333196,0.316034615,9.244012833,-0.103920363,0.022382848,-0.011990812
1689140535442804600,0.799663365,-0.253785372,10.6398325,0.106052071,0.011990812,-0.016254211,-0.277727395,0.311246216,9.244012833,-0.103920363,0.022382848,-0.011990812
1689140535443804600,0.799663365,-0.253785372,10.64222622,0.106052071,0.011990812,-0.016254211,-0.277727395,0.308852017,9.241618156,-0.103920363,0.022382848,-0.012257273
1689140535444804600,0.799663365,-0.253785372,10.64940929,0.106052071,0.011990812,-0.016254211,-0.277727395,0.308852017,9.236829758,-0.103920363,0.022116385,-0.012257273
1689140535445804600,0.797269166,-0.256179571,10.65419769,0.106052071,0.011990812,-0.016254211,-0.275333196,0.311246216,9.234436035,-0.104186833,0.022116385,-0.011990812
1689140535446804600,0.797269166,-0.258573771,10.65419769,0.106052071,0.011990812,-0.016254211,-0.277727395,0.308852017,9.241618156,-0.104186833,0.022116385,-0.011990812
1689140535447804600,0.802057564,-0.258573771,10.65419769,0.106052071,0.011990812,-0.016254211,-0.277727395,0.311246216,9.236829758,-0.103920363,0.021849923,-0.011990812
1689140535448804600,0.804451764,-0.258573771,10.64940929,0.106052071,0.011990812,-0.016254211,-0.280121595,0.313640416,9.232041359,-0.104186833,0.022116385,-0.012257273
1689140535449804600,0.804451764,-0.258573771,10.64940929,0.106052071,0.011724349,-0.016254211,-0.284909993,0.316034615,9.236829758,-0.104186833,0.022116385,-0.011990812
1689140535624544400,0.797269166,-0.248996973,10.64701462,0.106318533,0.012257273,-0.016520673,-0.287304193,0.308852017,9.234436035,-0.103920363,0.022649311,-0.011990812
1689140535625544400,0.797269166,-0.251391172,10.64940929,0.106584989,0.012257273,-0.016520673,-0.287304193,0.308852017,9.236829758,-0.103920363,0.022382848,-0.012257273
1689140535626544400,0.794874966,-0.253785372,10.64701462,0.106584989,0.012257273,-0.016520673,-0.284909993,0.308852017,9.239224434,-0.103653908,0.022382848,-0.012257273
1689140535627544400,0.797269166,-0.256179571,10.64940929,0.106584989,0.012257273,-0.016787136,-0.282515794,0.308852017,9.234436035,-0.103920363,0.022382848,-0.012257273
1689140535628544400,0.794874966,-0.256179571,10.64940929,0.106584989,0.012257273,-0.016787136,-0.277727395,0.311246216,9.234436035,-0.103920363,0.022382848,-0.012257273
1689140535629544400,0.794874966,-0.253785372,10.64940929,0.106584989,0.012523737,-0.016787136,-0.277727395,0.308852017,9.232041359,-0.104186833,0.022382848,-0.011990812
1689140535630544400,0.797269166,-0.253785372,10.64701462,0.106584989,0.012257273,-0.016787136,-0.277727395,0.311246216,9.234436035,-0.104186833,0.022382848,-0.011990812
1689140535631544400,0.794874966,-0.256179571,10.64701462,0.106584989,0.012257273,-0.016787136,-0.275333196,0.311246216,9.236829758,-0.104186833,0.022382848,-0.011990812
1689140535632544400,0.797269166,-0.256179571,10.64222622,0.106584989,0.012257273,-0.016787136,-0.275333196,0.308852017,9.236829758,-0.104453288,0.022116385,-0.011990812
1689140535633544400,0.794874966,-0.256179571,10.6398325,0.106584989,0.011990812,-0.016787136,-0.277727395,0.306457818,9.236829758,-0.104186833,0.022116385,-0.011990812
1689140535634544400,0.797269166,-0.256179571,10.6398325,0.106318533,0.011990812,-0.016787136,-0.280121595,0.308852017,9.232041359,-0.104186833,0.022116385,-0.012257273
1689140535635544400,0.797269166,-0.256179571,10.64222622,0.106584989,0.012257273,-0.016787136,-0.280121595,0.308852017,9.229647636,-0.104186833,0.022116385,-0.011990812
1689140535636544400,0.799663365,-0.258573771,10.6446209,0.106318533,0.012257273,-0.016787136,-0.277727395,0.306457818,9.234436035,-0.104186833,0.022116385,-0.011990812
1689140535637544400,0.799663365,-0.258573771,10.6446209,0.106318533,0.012257273,-0.016787136,-0.277727395,0.306457818,9.236829758,-0.104186833,0.022116385,-0.011990812
1689140535638544400,0.797269166,-0.256179571,10.63743782,0.106318533,0.012257273,-0.016787136,-0.280121595,0.301669419,9.234436035,-0.104186833,0.022382848,-0.011990812
1689140535710495500,0.790086567,-0.256179571,10.64701462,0.105785601,0.011990812,-0.015987748,-0.275333196,0.301669419,9.217676163,-0.103920363,0.022382848,-0.011990812
1689140535711495500,0.790086567,-0.258573771,10.64222622,0.106052071,0.011990812,-0.016254211,-0.275333196,0.301669419,9.220070839,-0.103920363,0.022116385,-0.011990812
1689140535712495500,0.790086567,-0.253785372,10.6446209,0.106052071,0.011990812,-0.016254211,-0.275333196,0.299275219,9.224859238,-0.103920363,0.022116385,-0.011990812
1689140535713495500,0.790086567,-0.256179571,10.64701462,0.106052071,0.011990812,-0.016254211,-0.272938997,0.299275219,9.229647636,-0.103920363,0.022116385,-0.011990812
1689140535714495500,0.787692368,-0.253785372,10.64701462,0.105785601,0.011724349,-0.016254211,-0.270544797,0.301669419,9.234436035,-0.103920363,0.022116385,-0.011990812
1689140535715495500,0.787692368,-0.251391172,10.64701462,0.106052071,0.011724349,-0.016254211,-0.272938997,0.301669419,9.229647636,-0.103920363,0.021849923,-0.012257273
1689140535716495500,0.787692368,-0.251391172,10.64940929,0.106052071,0.011990812,-0.016520673,-0.272938997,0.299275219,9.22725296,-0.103920363,0.021849923,-0.012523737
1689140535717495500,0.792480767,-0.248996973,10.65180302,0.106052071,0.011990812,-0.016520673,-0.272938997,0.299275219,9.229647636,-0.103920363,0.021849923,-0.012523737
1689140535718495500,0.794874966,-0.251391172,10.65180302,0.106052071,0.011990812,-0.016520673,-0.272938997,0.304063618,9.22725296,-0.103920363,0.021849923,-0.012257273
1689140535719495500,0.794874966,-0.251391172,10.65180302,0.106052071,0.011990812,-0.016520673,-0.272938997,0.304063618,9.224859238,-0.103920363,0.021849923,-0.012257273
1689140535720495500,0.794874966,-0.251391172,10.65419769,0.106052071,0.011990812,-0.016520673,-0.272938997,0.306457818,9.222464561,-0.103920363,0.021849923,-0.012257273
1689140535721495500,0.790086567,-0.251391172,10.64940929,0.106052071,0.011990812,-0.016520673,-0.272938997,0.308852017,9.224859238,-0.103920363,0.021849923,-0.012257273
1689140535722495500,0.790086567,-0.251391172,10.65180302,0.106318533,0.011990812,-0.016254211,-0.275333196,0.306457818,9.22725296,-0.103653908,0.021849923,-0.011990812
1689140535723495500,0.790086567,-0.253785372,10.64701462,0.106318533,0.011990812,-0.016254211,-0.275333196,0.306457818,9.232041359,-0.103653908,0.02158346,-0.012257273
1689140535724495500,0.790086567,-0.256179571,10.6446209,0.106318533,0.011990812,-0.016254211,-0.277727395,0.306457818,9.236829758,-0.103653908,0.02158346,-0.012257273
1689140535779456200,0.799663365,-0.248996973,10.64222622,0.106318533,0.012257273,-0.016520673,-0.280121595,0.308852017,9.239224434,-0.104453288,0.022116385,-0.012523737
1689140535780456200,0.797269166,-0.251391172,10.64701462,0.106318533,0.012257273,-0.016520673,-0.280121595,0.306457818,9.239224434,-0.104453288,0.022382848,-0.012523737
1689140535781456200,0.797269166,-0.251391172,10.65180302,0.106318533,0.012257273,-0.016520673,-0.282515794,0.306457818,9.234436035,-0.104453288,0.022382848,-0.012523737
1689140535782456200,0.797269166,-0.253785372,10.64940929,0.106318533,0.012257273,-0.016520673,-0.282515794,0.306457818,9.232041359,-0.104186833,0.022116385,-0.012523737
1689140535783456200,0.794874966,-0.251391172,10.64701462,0.106052071,0.012257273,-0.016520673,-0.287304193,0.304063618,9.234436035,-0.104186833,0.022116385,-0.012523737
1689140535784456200,0.794874966,-0.253785372,10.64701462,0.106052071,0.011990812,-0.016520673,-0.287304193,0.301669419,9.232041359,-0.104186833,0.021849923,-0.012523737
1689140535785456200,0.794874966,-0.251391172,10.64940929,0.106052071,0.011990812,-0.016520673,-0.284909993,0.299275219,9.22725296,-0.104453288,0.021849923,-0.012790199
1689140535786456200,0.792480767,-0.253785372,10.6446209,0.106318533,0.012257273,-0.016520673,-0.282515794,0.299275219,9.22725296,-0.104453288,0.022116385,-0.012790199
1689140535787456200,0.792480767,-0.251391172,10.6446209,0.106318533,0.012257273,-0.016520673,-0.282515794,0.301669419,9.22725296,-0.104719758,0.021849923,-0.012790199
1689140535788456200,0.792480767,-0.251391172,10.65180302,0.106052071,0.011990812,-0.016520673,-0.280121595,0.304063618,9.229647636,-0.104719758,0.021849923,-0.012523737
1689140535789456200,0.792480767,-0.251391172,10.64940929,0.106318533,0.011990812,-0.016520673,-0.277727395,0.306457818,9.236829758,-0.104719758,0.021849923,-0.012523737
1689140535790456200,0.792480767,-0.251391172,10.64940929,0.106318533,0.011990812,-0.016520673,-0.280121595,0.308852017,9.234436035,-0.104453288,0.021849923,-0.012523737
1689140535791456200,0.792480767,-0.253785372,10.64701462,0.106318533,0.011990812,-0.016520673,-0.282515794,0.306457818,9.234436035,-0.104453288,0.02158346,-0.012257273
1689140535792456200,0.792480767,-0.253785372,10.64940929,0.106052071,0.011990812,-0.016520673,-0.280121595,0.311246216,9.232041359,-0.104719758,0.021849923,-0.012257273
1689140535793456200,0.792480767,-0.253785372,10.64701462,0.106052071,0.011990812,-0.016520673,-0.280121595,0.316034615,9.232041359,-0.104453288,0.022116385,-0.011990812
1689140535853435200,0.797269166,-0.251391172,10.65419769,0.106318533,0.012257273,-0.016520673,-0.268150598,0.306457818,9.236829758,-0.104453288,0.022116385,-0.011990812
1689140535854435200,0.797269166,-0.251391172,10.65659142,0.106052071,0.012257273,-0.016520673,-0.270544797,0.304063618,9.241618156,-0.104453288,0.022116385,-0.012257273
1689140535855435200,0.794874966,-0.251391172,10.65419769,0.106318533,0.011990812,-0.016520673,-0.270544797,0.301669419,9.241618156,-0.104453288,0.022382848,-0.012257273
1689140535856435200,0.799663365,-0.253785372,10.64940929,0.106052071,0.011724349,-0.016254211,-0.270544797,0.301669419,9.244012833,-0.104453288,0.022116385,-0.012257273
1689140535857435200,0.797269166,-0.256179571,10.64701462,0.106052071,0.011724349,-0.016254211,-0.268150598,0.301669419,9.241618156,-0.104453288,0.022116385,-0.012257273
1689140535858435200,0.799663365,-0.256179571,10.65419769,0.106052071,0.011990812,-0.016254211,-0.268150598,0.299275219,9.241618156,-0.104186833,0.022116385,-0.011990812
1689140535859435200,0.799663365,-0.251391172,10.65898609,0.105785601,0.011724349,-0.016254211,-0.263362199,0.299275219,9.239224434,-0.104186833,0.022116385,-0.011990812
1689140535860435200,0.799663365,-0.251391172,10.66137981,0.105785601,0.011724349,-0.016254211,-0.263362199,0.301669419,9.236829758,-0.104453288,0.022116385,-0.012257273
1689140535861435200,0.799663365,-0.253785372,10.65659142,0.105785601,0.011724349,-0.016254211,-0.260968,0.304063618,9.234436035,-0.104453288,0.022382848,-0.012257273
1689140535862435200,0.797269166,-0.253785372,10.65419769,0.105785601,0.011724349,-0.016520673,-0.260968,0.301669419,9.236829758,-0.104453288,0.022382848,-0.012257273
1689140535863435200,0.799663365,-0.256179571,10.65659142,0.105785601,0.011990812,-0.016520673,-0.260968,0.304063618,9.236829758,-0.104453288,0.022649311,-0.012257273
1689140535864435200,0.799663365,-0.253785372,10.65419769,0.105785601,0.011990812,-0.016520673,-0.263362199,0.306457818,9.236829758,-0.104453288,0.022382848,-0.011990812
