timestamp_leitura,right_data_Ac_X,right_data_Ac_Y,right_data_Ac_Z,right_data_Gy_X,right_data_Gy_Y,right_data_Gy_Z,left_data_Ac_X,left_data_Ac_Y,left_data_Ac_Z,left_data_Gy_X,left_data_Gy_Y,left_data_Gy_Z
1683959111.8676598,,,,,,,1.434126854,-0.081402861,9.272743225,-0.105252676,0.022382848,-0.011990812
1683959111.8676598,,,,,,,1.434126854,-0.079008654,9.270348549,-0.105252676,0.022382848,-0.012257273
1683959111.8676598,,,,,,,1.436521053,-0.08379706,9.272743225,-0.105252676,0.022382848,-0.012257273
1683959111.8676598,,,,,,,1.441309452,-0.08379706,9.272743225,-0.105252676,0.022382848,-0.012257273
1683959111.8676598,,,,,,,1.441309452,-0.08379706,9.272743225,-0.105252676,0.022382848,-0.012257273
1683959111.8676598,,,,,,,1.441309452,-0.081402861,9.270348549,-0.105252676,0.022382848,-0.012257273
1683959111.9965842,-0.064643443,-0.18435353,10.55842972,0.108183771,0.012523737,-0.017320061,,,,,,
1683959111.9965842,-0.067037649,-0.18435353,10.56082344,0.108183771,0.012523737,-0.017320061,,,,,,
1683959111.9965842,-0.064643443,-0.18435353,10.56321812,0.108183771,0.012523737,-0.017320061,,,,,,
1683959111.9965842,-0.064643443,-0.189141929,10.56800652,0.108183771,0.012790199,-0.017320061,,,,,,
1683959111.9965842,-0.067037649,-0.189141929,10.57040024,0.108183771,0.012790199,-0.017320061,,,,,,
1683959111.9965842,-0.069431849,-0.18674773,10.56561184,0.108183771,0.012790199,-0.017053599,,,,,,
1683959111.9965842,-0.069431849,-0.18435353,10.56321812,0.108183771,0.012790199,-0.017053599,,,,,,
1683959111.9965842,-0.067037649,-0.18674773,10.56800652,0.108183771,0.012790199,-0.017053599,,,,,,
1683959111.9965842,-0.064643443,-0.189141929,10.57279491,0.108450226,0.012790199,-0.017053599,,,,,,
1683959111.9965842,-0.062249243,-0.18674773,10.57518864,0.108450226,0.013056661,-0.017053599,,,,,,
1683959111.9965842,-0.059855044,-0.18674773,10.57518864,0.108450226,0.013056661,-0.017053599,,,,,,
1683959111.9965842,-0.057460841,-0.18674773,10.57758331,0.108716697,0.013323124,-0.017053599,,,,,,
1683959111.9965842,-0.057460841,-0.18674773,10.57997704,0.108716697,0.013323124,-0.017053599,,,,,,
1683959111.9965842,-0.059855044,-0.18435353,10.57997704,0.108450226,0.013323124,-0.017053599,,,,,,
1683959111.9965842,-0.059855044,-0.181959331,10.57758331,0.108450226,0.013589587,-0.017053599,,,,,,
1683959111.9965842,,,,,,,1.441309452,-0.090979666,9.272743225,-0.104719758,0.022915773,-0.012790199
1683959111.9965842,,,,,,,1.438915253,-0.093373865,9.275136948,-0.104719758,0.022915773,-0.012790199
1683959111.9965842,,,,,,,1.441309452,-0.093373865,9.275136948,-0.104719758,0.022915773,-0.013056661
1683959111.9965842,,,,,,,1.441309452,-0.095768064,9.272743225,-0.104719758,0.023182238,-0.013056661
1683959111.9965842,,,,,,,1.438915253,-0.093373865,9.267954826,-0.104986221,0.023182238,-0.012790199
1683959111.9965842,,,,,,,1.438915253,-0.090979666,9.267954826,-0.104986221,0.023182238,-0.012790199
1683959111.9965842,,,,,,,1.438915253,-0.090979666,9.26556015,-0.104986221,0.023182238,-0.012523737
1683959111.9965842,,,,,,,1.438915253,-0.088585466,9.270348549,-0.104986221,0.022915773,-0.012523737
1683959111.9965842,,,,,,,1.436521053,-0.088585466,9.272743225,-0.104986221,0.022915773,-0.012523737
1683959111.9965842,,,,,,,1.438915253,-0.086191259,9.270348549,-0.104986221,0.023182238,-0.012523737
1683959111.9965842,,,,,,,1.441309452,-0.086191259,9.26556015,-0.105252676,0.023182238,-0.012790199
1683959111.9965842,,,,,,,1.441309452,-0.086191259,9.270348549,-0.105252676,0.023182238,-0.012523737
1683959111.9965842,,,,,,,1.438915253,-0.086191259,9.275136948,-0.105252676,0.023182238,-0.012523737
1683959111.9965842,,,,,,,1.438915253,-0.08379706,9.279925346,-0.105252676,0.023182238,-0.012523737
1683959111.9965842,,,,,,,1.438915253,-0.086191259,9.277531624,-0.105252676,0.023182238,-0.012523737
1683959112.1874757,-0.062249243,-0.193930343,10.56800652,0.108716697,0.011990812,-0.016787136,,,,,,
1683959112.1874757,-0.059855044,-0.196324542,10.57040024,0.108716697,0.011990812,-0.016787136,,,,,,
1683959112.1874757,-0.062249243,-0.193930343,10.57758331,0.108716697,0.012257273,-0.016787136,,,,,,
1683959112.1874757,-0.062249243,-0.196324542,10.57518864,0.108450226,0.012257273,-0.016787136,,,,,,
1683959112.1874757,-0.067037649,-0.193930343,10.57518864,0.108450226,0.012523737,-0.016787136,,,,,,
1683959112.1874757,-0.067037649,-0.191536129,10.57518864,0.108450226,0.012790199,-0.016787136,,,,,,
1683959112.1874757,-0.064643443,-0.191536129,10.57758331,0.108450226,0.012790199,-0.017053599,,,,,,
1683959112.1874757,-0.062249243,-0.191536129,10.57997704,0.108183771,0.012790199,-0.017053599,,,,,,
1683959112.1874757,-0.062249243,-0.191536129,10.57518864,0.108183771,0.012790199,-0.017053599,,,,,,
1683959112.1874757,-0.062249243,-0.191536129,10.56321812,0.108183771,0.013056661,-0.016787136,,,,,,
1683959112.1874757,-0.062249243,-0.189141929,10.55842972,0.108183771,0.013056661,-0.016787136,,,,,,
1683959112.1874757,-0.064643443,-0.189141929,10.56082344,0.108450226,0.013056661,-0.017053599,,,,,,
1683959112.1874757,-0.067037649,-0.191536129,10.55603504,0.108183771,0.013323124,-0.016787136,,,,,,
1683959112.1874757,-0.064643443,-0.18674773,10.55842972,0.108183771,0.013323124,-0.016787136,,,,,,
1683959112.1874757,-0.064643443,-0.18674773,10.55603504,0.108183771,0.013323124,-0.017053599,,,,,,
1683959112.1874757,,,,,,,1.438915253,-0.076614454,9.275136948,-0.105252676,0.022382848,-0.012257273
1683959112.1874757,,,,,,,1.438915253,-0.074220255,9.272743225,-0.105252676,0.022382848,-0.012257273
1683959112.1874757,,,,,,,1.441309452,-0.071826048,9.272743225,-0.105252676,0.022382848,-0.012257273
1683959112.1874757,,,,,,,1.436521053,-0.071826048,9.272743225,-0.105252676,0.022382848,-0.012257273
1683959112.1874757,,,,,,,1.431732655,-0.067037649,9.272743225,-0.105519146,0.022649311,-0.012523737
1683959112.1874757,,,,,,,1.431732655,-0.069431849,9.272743225,-0.105519146,0.022382848,-0.012523737
1683959112.1874757,,,,,,,1.431732655,-0.069431849,9.270348549,-0.105519146,0.022382848,-0.012523737
1683959112.1874757,,,,,,,1.431732655,-0.071826048,9.270348549,-0.105519146,0.022382848,-0.012523737
1683959112.1874757,,,,,,,1.434126854,-0.074220255,9.267954826,-0.105519146,0.022649311,-0.012523737
1683959112.1874757,,,,,,,1.436521053,-0.076614454,9.267954826,-0.105519146,0.022382848,-0.012257273
1683959112.1874757,,,,,,,1.436521053,-0.079008654,9.270348549,-0.105252676,0.022382848,-0.012523737
1683959112.1874757,,,,,,,1.438915253,-0.076614454,9.272743225,-0.105252676,0.022382848,-0.012523737
1683959112.1874757,,,,,,,1.441309452,-0.079008654,9.272743225,-0.105252676,0.022116385,-0.012523737
1683959112.1874757,,,,,,,1.441309452,-0.076614454,9.272743225,-0.105252676,0.022382848,-0.012523737
1683959112.1874757,,,,,,,1.441309452,-0.081402861,9.275136948,-0.105252676,0.022382848,-0.012523737
1683959112.4103477,-0.055066638,-0.196324542,10.57518864,0.108183771,0.013323124,-0.017320061,,,,,,
1683959112.4103477,-0.057460841,-0.193930343,10.57518864,0.108183771,0.013323124,-0.017320061,,,,,,
1683959112.4103477,-0.059855044,-0.193930343,10.56800652,0.108183771,0.013323124,-0.017320061,,,,,,
1683959112.4103477,-0.059855044,-0.191536129,10.56800652,0.108183771,0.013323124,-0.017320061,,,,,,
1683959112.4103477,-0.059855044,-0.193930343,10.56800652,0.108450226,0.013323124,-0.017320061,,,,,,
1683959112.4103477,-0.062249243,-0.196324542,10.57040024,0.108450226,0.013323124,-0.017320061,,,,,,
1683959112.4103477,-0.062249243,-0.191536129,10.56561184,0.108450226,0.013323124,-0.017053599,,,,,,
1683959112.4103477,-0.062249243,-0.191536129,10.56321812,0.108716697,0.013323124,-0.017053599,,,,,,
1683959112.4103477,-0.067037649,-0.191536129,10.56321812,0.108450226,0.013323124,-0.017053599,,,,,,
1683959112.4103477,-0.069431849,-0.193930343,10.56321812,0.108450226,0.013323124,-0.017053599,,,,,,
1683959112.4103477,-0.067037649,-0.193930343,10.56082344,0.108183771,0.013589587,-0.017053599,,,,,,
1683959112.4103477,-0.067037649,-0.193930343,10.56082344,0.108183771,0.013589587,-0.017053599,,,,,,
1683959112.4103477,-0.069431849,-0.191536129,10.56321812,0.108183771,0.013589587,-0.017053599,,,,,,
1683959112.4103477,-0.074220255,-0.189141929,10.56082344,0.108183771,0.013589587,-0.017320061,,,,,,
1683959112.4103477,-0.071826048,-0.191536129,10.56082344,0.108183771,0.013589587,-0.017320061,,,,,,
1683959112.4103477,,,,,,,1.441309452,-0.08379706,9.26556015,-0.104986221,0.023182238,-0.012523737
1683959112.4103477,,,,,,,1.441309452,-0.08379706,9.26556015,-0.104986221,0.023182238,-0.012523737
1683959112.4103477,,,,,,,1.443703651,-0.08379706,9.26556015,-0.104986221,0.022915773,-0.012790199
1683959112.4103477,,,,,,,1.438915253,-0.086191259,9.267954826,-0.104986221,0.022915773,-0.012790199
1683959112.4103477,,,,,,,1.438915253,-0.08379706,9.267954826,-0.104986221,0.022915773,-0.012790199
1683959112.4103477,,,,,,,1.438915253,-0.08379706,9.270348549,-0.105252676,0.022915773,-0.012790199
1683959112.4103477,,,,,,,1.438915253,-0.081402861,9.267954826,-0.105252676,0.022915773,-0.012790199
1683959112.4103477,,,,,,,1.436521053,-0.081402861,9.267954826,-0.105252676,0.022649311,-0.012790199
1683959112.4103477,,,,,,,1.436521053,-0.08379706,9.267954826,-0.105252676,0.022915773,-0.012790199
1683959112.4103477,,,,,,,1.438915253,-0.081402861,9.267954826,-0.104986221,0.022649311,-0.012790199
1683959112.4103477,,,,,,,1.438915253,-0.079008654,9.270348549,-0.104986221,0.022649311,-0.012790199
1683959112.4103477,,,,,,,1.438915253,-0.079008654,9.272743225,-0.105252676,0.022915773,-0.012790199
1683959112.4103477,,,,,,,1.436521053,-0.081402861,9.272743225,-0.105252676,0.022915773,-0.012790199
1683959112.4103477,,,,,,,1.438915253,-0.079008654,9.275136948,-0.105252676,0.022915773,-0.012790199
1683959112.4103477,,,,,,,1.441309452,-0.079008654,9.275136948,-0.105252676,0.022649311,-0.012790199
1683959112.6831918,-0.069431849,-0.189141929,10.56800652,0.108183771,0.013056661,-0.016787136,,,,,,
1683959112.6831918,-0.069431849,-0.191536129,10.56800652,0.108183771,0.013056661,-0.017053599,,,,,,
1683959112.6831918,-0.067037649,-0.191536129,10.56561184,0.108183771,0.013056661,-0.017053599,,,,,,
1683959112.6831918,-0.069431849,-0.191536129,10.57279491,0.108183771,0.012790199,-0.017053599,,,,,,
1683959112.6831918,-0.069431849,-0.193930343,10.57279491,0.108183771,0.012790199,-0.017053599,,,,,,
1683959112.6831918,-0.071826048,-0.191536129,10.57279491,0.108183771,0.012790199,-0.017320061,,,,,,
1683959112.6831918,-0.071826048,-0.189141929,10.57518864,0.108183771,0.012790199,-0.017053599,,,,,,
1683959112.6831918,-0.071826048,-0.189141929,10.57518864,0.108183771,0.013323124,-0.017320061,,,,,,
1683959112.6831918,-0.071826048,-0.189141929,10.57040024,0.108183771,0.013323124,-0.017586524,,,,,,
1683959112.6831918,-0.071826048,-0.193930343,10.56800652,0.108183771,0.013323124,-0.017320061,,,,,,
1683959112.6831918,-0.069431849,-0.193930343,10.56561184,0.108183771,0.013323124,-0.017586524,,,,,,
1683959112.6831918,-0.067037649,-0.193930343,10.56800652,0.108450226,0.013323124,-0.017586524,,,,,,
1683959112.6831918,-0.067037649,-0.196324542,10.56561184,0.108450226,0.013589587,-0.017320061,,,,,,
1683959112.6831918,-0.067037649,-0.191536129,10.56561184,0.108450226,0.013589587,-0.017320061,,,,,,
